location,date,vaccine,total_vaccinations
United States,2021/12/16,"Johnson&Johnson, Moderna, Pfizer/BioNTech",502854525
United States,2021/12/17,"Johnson&Johnson, Moderna, Pfizer/BioNTech",504815550
United States,2021/12/18,"Johnson&Johnson, Moderna, Pfizer/BioNTech",505947076
United States,2021/12/19,"Johnson&Johnson, Moderna, Pfizer/BioNTech",506593781
United States,2021/12/20,"Johnson&Johnson, Moderna, Pfizer/BioNTech",508454369
United States,2021/12/21,"Johnson&Johnson, Moderna, Pfizer/BioNTech",510447413
United States,2021/12/22,"Johnson&Johnson, Moderna, Pfizer/BioNTech",512331805
United States,2021/12/23,"Johnson&Johnson, Moderna, Pfizer/BioNTech",513808865
United States,2021/12/24,"Johnson&Johnson, Moderna, Pfizer/BioNTech",514192705
United States,2021/12/25,"Johnson&Johnson, Moderna, Pfizer/BioNTech",514199722
United States,2021/12/26,"Johnson&Johnson, Moderna, Pfizer/BioNTech",514683134
United States,2021/12/27,"Johnson&Johnson, Moderna, Pfizer/BioNTech",516223913
United States,2021/12/28,"Johnson&Johnson, Moderna, Pfizer/BioNTech",517933952
United States,2021/12/29,"Johnson&Johnson, Moderna, Pfizer/BioNTech",519626497
United States,2021/12/30,"Johnson&Johnson, Moderna, Pfizer/BioNTech",521176784
United States,2021/12/31,"Johnson&Johnson, Moderna, Pfizer/BioNTech",521797692
United States,2022/1/1,"Johnson&Johnson, Moderna, Pfizer/BioNTech",521918004
United States,2022/1/2,"Johnson&Johnson, Moderna, Pfizer/BioNTech",522418645
United States,2022/1/3,"Johnson&Johnson, Moderna, Pfizer/BioNTech",523671276
United States,2022/1/4,"Johnson&Johnson, Moderna, Pfizer/BioNTech",525094724
United States,2022/1/5,"Johnson&Johnson, Moderna, Pfizer/BioNTech",526556546
United States,2022/1/6,"Johnson&Johnson, Moderna, Pfizer/BioNTech",528030730
United States,2022/1/7,"Johnson&Johnson, Moderna, Pfizer/BioNTech",529692905
United States,2022/1/8,"Johnson&Johnson, Moderna, Pfizer/BioNTech",530748218
United States,2022/1/9,"Johnson&Johnson, Moderna, Pfizer/BioNTech",531249385
United States,2022/1/10,"Johnson&Johnson, Moderna, Pfizer/BioNTech",532518009
United States,2022/1/11,"Johnson&Johnson, Moderna, Pfizer/BioNTech",533834532
United States,2022/1/12,"Johnson&Johnson, Moderna, Pfizer/BioNTech",535157096
United States,2022/1/13,"Johnson&Johnson, Moderna, Pfizer/BioNTech",536459113
United States,2022/1/14,"Johnson&Johnson, Moderna, Pfizer/BioNTech",537939916
United States,2022/1/15,"Johnson&Johnson, Moderna, Pfizer/BioNTech",538735091
United States,2022/1/16,"Johnson&Johnson, Moderna, Pfizer/BioNTech",539128831
United States,2022/1/17,"Johnson&Johnson, Moderna, Pfizer/BioNTech",539959879
United States,2022/1/18,"Johnson&Johnson, Moderna, Pfizer/BioNTech",540967964
United States,2022/1/19,"Johnson&Johnson, Moderna, Pfizer/BioNTech",541956732
United States,2022/1/20,"Johnson&Johnson, Moderna, Pfizer/BioNTech",542902164
United States,2022/1/21,"Johnson&Johnson, Moderna, Pfizer/BioNTech",543995187
United States,2022/1/22,"Johnson&Johnson, Moderna, Pfizer/BioNTech",544621478
United States,2022/1/23,"Johnson&Johnson, Moderna, Pfizer/BioNTech",544955362
United States,2022/1/24,"Johnson&Johnson, Moderna, Pfizer/BioNTech",545759030
United States,2022/1/25,"Johnson&Johnson, Moderna, Pfizer/BioNTech",546569635
United States,2022/1/26,"Johnson&Johnson, Moderna, Pfizer/BioNTech",547369589
United States,2022/1/27,"Johnson&Johnson, Moderna, Pfizer/BioNTech",548167302
United States,2022/1/28,"Johnson&Johnson, Moderna, Pfizer/BioNTech",549131881
United States,2022/1/29,"Johnson&Johnson, Moderna, Pfizer/BioNTech",549605781
United States,2022/1/30,"Johnson&Johnson, Moderna, Pfizer/BioNTech",549872736
United States,2022/1/31,"Johnson&Johnson, Moderna, Pfizer/BioNTech",550509505
United States,2022/2/1,"Johnson&Johnson, Moderna, Pfizer/BioNTech",551133326
United States,2022/2/2,"Johnson&Johnson, Moderna, Pfizer/BioNTech",551712410
United States,2022/2/3,"Johnson&Johnson, Moderna, Pfizer/BioNTech",552239065
United States,2022/2/4,"Johnson&Johnson, Moderna, Pfizer/BioNTech",552902416
United States,2022/2/5,"Johnson&Johnson, Moderna, Pfizer/BioNTech",553345385
United States,2022/2/6,"Johnson&Johnson, Moderna, Pfizer/BioNTech",553560912
United States,2022/2/7,"Johnson&Johnson, Moderna, Pfizer/BioNTech",554050086
United States,2022/2/8,"Johnson&Johnson, Moderna, Pfizer/BioNTech",554557634
United States,2022/2/9,"Johnson&Johnson, Moderna, Pfizer/BioNTech",555075095
United States,2022/2/10,"Johnson&Johnson, Moderna, Pfizer/BioNTech",555590555
United States,2022/2/11,"Johnson&Johnson, Moderna, Pfizer/BioNTech",556220255
United States,2022/2/12,"Johnson&Johnson, Moderna, Pfizer/BioNTech",556569334
United States,2022/2/13,"Johnson&Johnson, Moderna, Pfizer/BioNTech",556723665
United States,2022/2/14,"Johnson&Johnson, Moderna, Pfizer/BioNTech",557069849
United States,2022/2/15,"Johnson&Johnson, Moderna, Pfizer/BioNTech",557476940
United States,2022/2/16,"Johnson&Johnson, Moderna, Pfizer/BioNTech",557896546
United States,2022/2/17,"Johnson&Johnson, Moderna, Pfizer/BioNTech",558309529
United States,2022/2/18,"Johnson&Johnson, Moderna, Pfizer/BioNTech",558841815
United States,2022/2/19,"Johnson&Johnson, Moderna, Pfizer/BioNTech",559126887
United States,2022/2/20,"Johnson&Johnson, Moderna, Pfizer/BioNTech",559282790
United States,2022/2/21,"Johnson&Johnson, Moderna, Pfizer/BioNTech",559603106
United States,2022/2/22,"Johnson&Johnson, Moderna, Pfizer/BioNTech",559960737
United States,2022/2/23,"Johnson&Johnson, Moderna, Pfizer/BioNTech",560308460
United States,2022/2/24,"Johnson&Johnson, Moderna, Pfizer/BioNTech",560642108
United States,2022/2/25,"Johnson&Johnson, Moderna, Pfizer/BioNTech",561041040
United States,2022/2/26,"Johnson&Johnson, Moderna, Pfizer/BioNTech",561286587
United States,2022/2/27,"Johnson&Johnson, Moderna, Pfizer/BioNTech",561411021
United States,2022/2/28,"Johnson&Johnson, Moderna, Pfizer/BioNTech",561731241
United States,2022/3/1,"Johnson&Johnson, Moderna, Pfizer/BioNTech",562016477
United States,2022/3/2,"Johnson&Johnson, Moderna, Pfizer/BioNTech",562278498
United States,2022/3/3,"Johnson&Johnson, Moderna, Pfizer/BioNTech",562536557
United States,2022/3/4,"Johnson&Johnson, Moderna, Pfizer/BioNTech",562860566
United States,2022/3/5,"Johnson&Johnson, Moderna, Pfizer/BioNTech",563044675
United States,2022/3/6,"Johnson&Johnson, Moderna, Pfizer/BioNTech",563134718
United States,2022/3/7,"Johnson&Johnson, Moderna, Pfizer/BioNTech",563349201
United States,2022/3/8,"Johnson&Johnson, Moderna, Pfizer/BioNTech",563566957
United States,2022/3/9,"Johnson&Johnson, Moderna, Pfizer/BioNTech",563783622
United States,2022/3/10,"Johnson&Johnson, Moderna, Pfizer/BioNTech",564000370
United States,2022/3/11,"Johnson&Johnson, Moderna, Pfizer/BioNTech",564263628
United States,2022/3/12,"Johnson&Johnson, Moderna, Pfizer/BioNTech",564407241
United States,2022/3/13,"Johnson&Johnson, Moderna, Pfizer/BioNTech",564482230
United States,2022/3/14,"Johnson&Johnson, Moderna, Pfizer/BioNTech",564680597
United States,2022/3/15,"Johnson&Johnson, Moderna, Pfizer/BioNTech",564888705
United States,2022/3/16,"Johnson&Johnson, Moderna, Pfizer/BioNTech",565100185
United States,2022/3/17,"Johnson&Johnson, Moderna, Pfizer/BioNTech",565301461
United States,2022/3/18,"Johnson&Johnson, Moderna, Pfizer/BioNTech",565558018
United States,2022/3/19,"Johnson&Johnson, Moderna, Pfizer/BioNTech",565704746
United States,2022/3/20,"Johnson&Johnson, Moderna, Pfizer/BioNTech",565781754
United States,2022/3/21,"Johnson&Johnson, Moderna, Pfizer/BioNTech",565973887
United States,2022/3/22,"Johnson&Johnson, Moderna, Pfizer/BioNTech",566159708
United States,2022/3/23,"Johnson&Johnson, Moderna, Pfizer/BioNTech",566355586
United States,2022/3/24,"Johnson&Johnson, Moderna, Pfizer/BioNTech",566547055
United States,2022/3/25,"Johnson&Johnson, Moderna, Pfizer/BioNTech",566782151
United States,2022/3/26,"Johnson&Johnson, Moderna, Pfizer/BioNTech",566907330
United States,2022/3/27,"Johnson&Johnson, Moderna, Pfizer/BioNTech",566972545
United States,2022/3/28,"Johnson&Johnson, Moderna, Pfizer/BioNTech",567147602
United States,2022/3/29,"Johnson&Johnson, Moderna, Pfizer/BioNTech",567347383
United States,2022/3/30,"Johnson&Johnson, Moderna, Pfizer/BioNTech",567752614
United States,2022/3/31,"Johnson&Johnson, Moderna, Pfizer/BioNTech",568312182
United States,2022/4/1,"Johnson&Johnson, Moderna, Pfizer/BioNTech",568979449
United States,2022/4/2,"Johnson&Johnson, Moderna, Pfizer/BioNTech",569327368
United States,2022/4/3,"Johnson&Johnson, Moderna, Pfizer/BioNTech",569538505
United States,2022/4/4,"Johnson&Johnson, Moderna, Pfizer/BioNTech",570102675
United States,2022/4/5,"Johnson&Johnson, Moderna, Pfizer/BioNTech",570662195
United States,2022/4/6,"Johnson&Johnson, Moderna, Pfizer/BioNTech",571244170
United States,2022/4/7,"Johnson&Johnson, Moderna, Pfizer/BioNTech",571832114
United States,2022/4/8,"Johnson&Johnson, Moderna, Pfizer/BioNTech",572511686
United States,2022/4/9,"Johnson&Johnson, Moderna, Pfizer/BioNTech",572852561
United States,2022/4/10,"Johnson&Johnson, Moderna, Pfizer/BioNTech",573050619
United States,2022/4/11,"Johnson&Johnson, Moderna, Pfizer/BioNTech",573635515
United States,2022/4/12,"Johnson&Johnson, Moderna, Pfizer/BioNTech",574255670
United States,2022/4/13,"Johnson&Johnson, Moderna, Pfizer/BioNTech",574843355
United States,2022/4/14,"Johnson&Johnson, Moderna, Pfizer/BioNTech",575437749
United States,2022/4/15,"Johnson&Johnson, Moderna, Pfizer/BioNTech",576010808
United States,2022/4/16,"Johnson&Johnson, Moderna, Pfizer/BioNTech",576272817
United States,2022/4/17,"Johnson&Johnson, Moderna, Pfizer/BioNTech",576333501
United States,2022/4/18,"Johnson&Johnson, Moderna, Pfizer/BioNTech",576853355
United States,2022/4/19,"Johnson&Johnson, Moderna, Pfizer/BioNTech",577401120
United States,2022/4/20,"Johnson&Johnson, Moderna, Pfizer/BioNTech",577942563
United States,2022/4/21,"Johnson&Johnson, Moderna, Pfizer/BioNTech",578452888
United States,2022/4/22,"Johnson&Johnson, Moderna, Pfizer/BioNTech",578954304
United States,2022/4/23,"Johnson&Johnson, Moderna, Pfizer/BioNTech",579217040
United States,2022/4/24,"Johnson&Johnson, Moderna, Pfizer/BioNTech",579352566
United States,2022/4/25,"Johnson&Johnson, Moderna, Pfizer/BioNTech",579784139
United States,2022/4/26,"Johnson&Johnson, Moderna, Pfizer/BioNTech",580244877
United States,2022/4/27,"Johnson&Johnson, Moderna, Pfizer/BioNTech",580724865
United States,2022/4/28,"Johnson&Johnson, Moderna, Pfizer/BioNTech",581208935
United States,2022/4/29,"Johnson&Johnson, Moderna, Pfizer/BioNTech",581725064
United States,2022/4/30,"Johnson&Johnson, Moderna, Pfizer/BioNTech",581969320
United States,2022/5/1,"Johnson&Johnson, Moderna, Pfizer/BioNTech",582105667
United States,2022/5/2,"Johnson&Johnson, Moderna, Pfizer/BioNTech",582501777
United States,2022/5/3,"Johnson&Johnson, Moderna, Pfizer/BioNTech",582926063
United States,2022/5/4,"Johnson&Johnson, Moderna, Pfizer/BioNTech",583347637
United States,2022/5/5,"Johnson&Johnson, Moderna, Pfizer/BioNTech",583762706
United States,2022/5/6,"Johnson&Johnson, Moderna, Pfizer/BioNTech",584220928
United States,2022/5/7,"Johnson&Johnson, Moderna, Pfizer/BioNTech",584429134
United States,2022/5/8,"Johnson&Johnson, Moderna, Pfizer/BioNTech",584521044
United States,2022/5/9,"Johnson&Johnson, Moderna, Pfizer/BioNTech",584914317
United States,2022/5/10,"Johnson&Johnson, Moderna, Pfizer/BioNTech",585340252
United States,2022/5/11,"Johnson&Johnson, Moderna, Pfizer/BioNTech",585767899
United States,2022/5/12,"Johnson&Johnson, Moderna, Pfizer/BioNTech",586205590
United States,2022/5/13,"Johnson&Johnson, Moderna, Pfizer/BioNTech",586682307
United States,2022/5/14,"Johnson&Johnson, Moderna, Pfizer/BioNTech",586923096
United States,2022/5/15,"Johnson&Johnson, Moderna, Pfizer/BioNTech",587055539
United States,2022/5/16,"Johnson&Johnson, Moderna, Pfizer/BioNTech",587445897
United States,2022/5/17,"Johnson&Johnson, Moderna, Pfizer/BioNTech",587859971
United States,2022/5/18,"Johnson&Johnson, Moderna, Pfizer/BioNTech",588284128
United States,2022/5/19,"Johnson&Johnson, Moderna, Pfizer/BioNTech",588728821
United States,2022/5/20,"Johnson&Johnson, Moderna, Pfizer/BioNTech",589245260
United States,2022/5/21,"Johnson&Johnson, Moderna, Pfizer/BioNTech",589517170
United States,2022/5/22,"Johnson&Johnson, Moderna, Pfizer/BioNTech",589672496
United States,2022/5/23,"Johnson&Johnson, Moderna, Pfizer/BioNTech",590113345
United States,2022/5/24,"Johnson&Johnson, Moderna, Pfizer/BioNTech",590545030
United States,2022/5/25,"Johnson&Johnson, Moderna, Pfizer/BioNTech",590964490
United States,2022/5/26,"Johnson&Johnson, Moderna, Pfizer/BioNTech",591370905
United States,2022/5/27,"Johnson&Johnson, Moderna, Pfizer/BioNTech",591821297
United States,2022/5/28,"Johnson&Johnson, Moderna, Pfizer/BioNTech",592023979
United States,2022/5/29,"Johnson&Johnson, Moderna, Pfizer/BioNTech",592137372
United States,2022/5/30,"Johnson&Johnson, Moderna, Pfizer/BioNTech",592169657
United States,2022/5/31,"Johnson&Johnson, Moderna, Pfizer/BioNTech",592549109
United States,2022/6/1,"Johnson&Johnson, Moderna, Pfizer/BioNTech",592925569
United States,2022/6/2,"Johnson&Johnson, Moderna, Pfizer/BioNTech",593289019
United States,2022/6/3,"Johnson&Johnson, Moderna, Pfizer/BioNTech",593693735
United States,2022/6/4,"Johnson&Johnson, Moderna, Pfizer/BioNTech",593887053
United States,2022/6/5,"Johnson&Johnson, Moderna, Pfizer/BioNTech",593994792
United States,2022/6/6,"Johnson&Johnson, Moderna, Pfizer/BioNTech",594316453
United States,2022/6/7,"Johnson&Johnson, Moderna, Pfizer/BioNTech",594637210
United States,2022/6/8,"Johnson&Johnson, Moderna, Pfizer/BioNTech",594961848
United States,2022/6/9,"Johnson&Johnson, Moderna, Pfizer/BioNTech",595276977
United States,2022/6/10,"Johnson&Johnson, Moderna, Pfizer/BioNTech",595626439
United States,2022/6/11,"Johnson&Johnson, Moderna, Pfizer/BioNTech",595789983
United States,2022/6/12,"Johnson&Johnson, Moderna, Pfizer/BioNTech",595877362
United States,2022/6/13,"Johnson&Johnson, Moderna, Pfizer/BioNTech",596148394
United States,2022/6/14,"Johnson&Johnson, Moderna, Pfizer/BioNTech",596428503
United States,2022/6/15,"Johnson&Johnson, Moderna, Pfizer/BioNTech",596713598
United States,2022/6/16,"Johnson&Johnson, Moderna, Pfizer/BioNTech",596996739
United States,2022/6/17,"Johnson&Johnson, Moderna, Pfizer/BioNTech",597297646
United States,2022/6/18,"Johnson&Johnson, Moderna, Pfizer/BioNTech",597429806
United States,2022/6/19,"Johnson&Johnson, Moderna, Pfizer/BioNTech",597492627
United States,2022/6/20,"Johnson&Johnson, Moderna, Pfizer/BioNTech",597728913
United States,2022/6/21,"Johnson&Johnson, Moderna, Pfizer/BioNTech",597999848
United States,2022/6/22,"Johnson&Johnson, Moderna, Pfizer/BioNTech",598287185
United States,2022/6/23,"Johnson&Johnson, Moderna, Pfizer/BioNTech",598574623
United States,2022/6/24,"Johnson&Johnson, Moderna, Pfizer/BioNTech",598885852
United States,2022/6/25,"Johnson&Johnson, Moderna, Pfizer/BioNTech",599049651
United States,2022/6/26,"Johnson&Johnson, Moderna, Pfizer/BioNTech",599129200
United States,2022/6/27,"Johnson&Johnson, Moderna, Pfizer/BioNTech",599383974
United States,2022/6/28,"Johnson&Johnson, Moderna, Pfizer/BioNTech",599652426
United States,2022/6/29,"Johnson&Johnson, Moderna, Pfizer/BioNTech",599926759
United States,2022/6/30,"Johnson&Johnson, Moderna, Pfizer/BioNTech",600209859
United States,2022/7/1,"Johnson&Johnson, Moderna, Pfizer/BioNTech",600491056
United States,2022/7/2,"Johnson&Johnson, Moderna, Pfizer/BioNTech",600605915
United States,2022/7/3,"Johnson&Johnson, Moderna, Pfizer/BioNTech",600665121
United States,2022/7/4,"Johnson&Johnson, Moderna, Pfizer/BioNTech",600678310
United States,2022/7/5,"Johnson&Johnson, Moderna, Pfizer/BioNTech",600931387
United States,2022/7/6,"Johnson&Johnson, Moderna, Pfizer/BioNTech",601198869
United States,2022/7/7,"Johnson&Johnson, Moderna, Pfizer/BioNTech",601473370
United States,2022/7/8,"Johnson&Johnson, Moderna, Pfizer/BioNTech",601781861
United States,2022/7/9,"Johnson&Johnson, Moderna, Pfizer/BioNTech",601929618
United States,2022/7/10,"Johnson&Johnson, Moderna, Pfizer/BioNTech",602008303
United States,2022/7/11,"Johnson&Johnson, Moderna, Pfizer/BioNTech",602279526
United States,2022/7/12,"Johnson&Johnson, Moderna, Pfizer/BioNTech",602582714
United States,2022/7/13,"Johnson&Johnson, Moderna, Pfizer/BioNTech",602930737
United States,2022/7/14,"Johnson&Johnson, Moderna, Pfizer/BioNTech",603299076
United States,2022/7/15,"Johnson&Johnson, Moderna, Pfizer/BioNTech",603716134
United States,2022/7/16,"Johnson&Johnson, Moderna, Pfizer/BioNTech",603930168
United States,2022/7/17,"Johnson&Johnson, Moderna, Pfizer/BioNTech",604046436
United States,2022/7/18,"Johnson&Johnson, Moderna, Pfizer/BioNTech",604408072
United States,2022/7/19,"Johnson&Johnson, Moderna, Pfizer/BioNTech",604769565
United States,2022/7/20,"Johnson&Johnson, Moderna, Pfizer/BioNTech",605115695
United States,2022/7/21,"Johnson&Johnson, Moderna, Pfizer/BioNTech",605481860
United States,2022/7/22,"Johnson&Johnson, Moderna, Pfizer/BioNTech",605897195
United States,2022/7/23,"Johnson&Johnson, Moderna, Pfizer/BioNTech",606099785
United States,2022/7/24,"Johnson&Johnson, Moderna, Pfizer/BioNTech",606199644
United States,2022/7/25,"Johnson&Johnson, Moderna, Pfizer/BioNTech",606511647
United States,2022/7/26,"Johnson&Johnson, Moderna, Pfizer/BioNTech",606834201
United States,2022/7/27,"Johnson&Johnson, Moderna, Pfizer/BioNTech",607144582
United States,2022/7/28,"Johnson&Johnson, Moderna, Pfizer/BioNTech",607453044
United States,2022/7/29,"Johnson&Johnson, Moderna, Pfizer/BioNTech",607777244
United States,2022/7/30,"Johnson&Johnson, Moderna, Pfizer/BioNTech",607918011
United States,2022/7/31,"Johnson&Johnson, Moderna, Pfizer/BioNTech",607987438
United States,2022/8/1,"Johnson&Johnson, Moderna, Pfizer/BioNTech",608231492
United States,2022/8/2,"Johnson&Johnson, Moderna, Pfizer/BioNTech",608490580
United States,2022/8/3,"Johnson&Johnson, Moderna, Pfizer/BioNTech",608744254
United States,2022/8/4,"Johnson&Johnson, Moderna, Pfizer/BioNTech",608993926
United States,2022/8/5,"Johnson&Johnson, Moderna, Pfizer/BioNTech",609261617
United States,2022/8/6,"Johnson&Johnson, Moderna, Pfizer/BioNTech",609386096
United States,2022/8/7,"Johnson&Johnson, Moderna, Pfizer/BioNTech",609450014
United States,2022/8/8,"Johnson&Johnson, Moderna, Pfizer/BioNTech",609670908
United States,2022/8/9,"Johnson&Johnson, Moderna, Pfizer/BioNTech",609899676
United States,2022/8/10,"Johnson&Johnson, Moderna, Pfizer/BioNTech",610114731
United States,2022/8/11,"Johnson&Johnson, Moderna, Pfizer/BioNTech",610332958
United States,2022/8/12,"Johnson&Johnson, Moderna, Pfizer/BioNTech",610572962
United States,2022/8/13,"Johnson&Johnson, Moderna, Pfizer/BioNTech",610680157
United States,2022/8/14,"Johnson&Johnson, Moderna, Pfizer/BioNTech",610733034
United States,2022/8/15,"Johnson&Johnson, Moderna, Pfizer/BioNTech",610930659
United States,2022/8/16,"Johnson&Johnson, Moderna, Pfizer/BioNTech",611135493
United States,2022/8/17,"Johnson&Johnson, Moderna, Pfizer/BioNTech",611337776
United States,2022/8/18,"Johnson&Johnson, Moderna, Pfizer/BioNTech",611532626
United States,2022/8/19,"Johnson&Johnson, Moderna, Pfizer/BioNTech",611745904
United States,2022/8/20,"Johnson&Johnson, Moderna, Pfizer/BioNTech",611833778
United States,2022/8/21,"Johnson&Johnson, Moderna, Pfizer/BioNTech",611877494
United States,2022/8/22,"Johnson&Johnson, Moderna, Pfizer/BioNTech",612044423
United States,2022/8/23,"Johnson&Johnson, Moderna, Pfizer/BioNTech",612220949
United States,2022/8/24,"Johnson&Johnson, Moderna, Pfizer/BioNTech",612395636
United States,2022/8/25,"Johnson&Johnson, Moderna, Pfizer/BioNTech",612566835
United States,2022/8/26,"Johnson&Johnson, Moderna, Pfizer/BioNTech",612747240
United States,2022/8/27,"Johnson&Johnson, Moderna, Pfizer/BioNTech",612825521
United States,2022/8/28,"Johnson&Johnson, Moderna, Pfizer/BioNTech",612863903
United States,2022/8/29,"Johnson&Johnson, Moderna, Pfizer/BioNTech",613005369
United States,2022/8/30,"Johnson&Johnson, Moderna, Pfizer/BioNTech",613153914
United States,2022/8/31,"Johnson&Johnson, Moderna, Pfizer/BioNTech",613288488
United States,2022/9/1,"Johnson&Johnson, Moderna, Pfizer/BioNTech",613387308
United States,2022/9/2,"Johnson&Johnson, Moderna, Pfizer/BioNTech",613477812
United States,2022/9/3,"Johnson&Johnson, Moderna, Pfizer/BioNTech",613534191
United States,2022/9/4,"Johnson&Johnson, Moderna, Pfizer/BioNTech",613577190
United States,2022/9/5,"Johnson&Johnson, Moderna, Pfizer/BioNTech",613590568
United States,2022/9/6,"Johnson&Johnson, Moderna, Pfizer/BioNTech",613768601
United States,2022/9/7,"Johnson&Johnson, Moderna, Pfizer/BioNTech",614169956
United States,2022/9/8,"Johnson&Johnson, Moderna, Pfizer/BioNTech",614602333
United States,2022/9/9,"Johnson&Johnson, Moderna, Pfizer/BioNTech",615168648
United States,2022/9/10,"Johnson&Johnson, Moderna, Pfizer/BioNTech",615488045
United States,2022/9/11,"Johnson&Johnson, Moderna, Pfizer/BioNTech",615691059
United States,2022/9/12,"Johnson&Johnson, Moderna, Pfizer/BioNTech",616243845
United States,2022/9/13,"Johnson&Johnson, Moderna, Pfizer/BioNTech",616779522
United States,2022/9/14,"Johnson&Johnson, Moderna, Pfizer/BioNTech",617356244
United States,2022/9/15,"Johnson&Johnson, Moderna, Pfizer/BioNTech",617940516
United States,2022/9/16,"Johnson&Johnson, Moderna, Pfizer/BioNTech",618646280
United States,2022/9/17,"Johnson&Johnson, Moderna, Pfizer/BioNTech",618986490
United States,2022/9/18,"Johnson&Johnson, Moderna, Pfizer/BioNTech",619181453
United States,2022/9/19,"Johnson&Johnson, Moderna, Pfizer/BioNTech",619799773
United States,2022/9/20,"Johnson&Johnson, Moderna, Pfizer/BioNTech",620430242
United States,2022/9/21,"Johnson&Johnson, Moderna, Pfizer/BioNTech",621118372
United States,2022/9/22,"Johnson&Johnson, Moderna, Pfizer/BioNTech",621800988
United States,2022/9/23,"Johnson&Johnson, Moderna, Pfizer/BioNTech",622616170
United States,2022/9/24,"Johnson&Johnson, Moderna, Pfizer/BioNTech",622997168
United States,2022/9/25,"Johnson&Johnson, Moderna, Pfizer/BioNTech",623214027
United States,2022/9/26,"Johnson&Johnson, Moderna, Pfizer/BioNTech",623929765
United States,2022/9/27,"Johnson&Johnson, Moderna, Pfizer/BioNTech",624640495
United States,2022/9/28,"Johnson&Johnson, Moderna, Pfizer/BioNTech",625374865
United States,2022/9/29,"Johnson&Johnson, Moderna, Pfizer/BioNTech",626094074
United States,2022/9/30,"Johnson&Johnson, Moderna, Pfizer/BioNTech",626922109
United States,2022/10/1,"Johnson&Johnson, Moderna, Pfizer/BioNTech",627301508
United States,2022/10/2,"Johnson&Johnson, Moderna, Pfizer/BioNTech",627510797
United States,2022/10/3,"Johnson&Johnson, Moderna, Pfizer/BioNTech",628231741
United States,2022/10/4,"Johnson&Johnson, Moderna, Pfizer/BioNTech",628959450
United States,2022/10/5,"Johnson&Johnson, Moderna, Pfizer/BioNTech",629757129
United States,2022/10/6,"Johnson&Johnson, Moderna, Pfizer/BioNTech",630535128
United States,2022/10/7,"Johnson&Johnson, Moderna, Pfizer/BioNTech",631412942
United States,2022/10/8,"Johnson&Johnson, Moderna, Pfizer/BioNTech",631823057
United States,2022/10/9,"Johnson&Johnson, Moderna, Pfizer/BioNTech",632045454
United States,2022/10/10,"Johnson&Johnson, Moderna, Pfizer/BioNTech",632787018
United States,2022/10/11,"Johnson&Johnson, Moderna, Pfizer/BioNTech",633550560
United States,2022/10/12,"Johnson&Johnson, Moderna, Pfizer/BioNTech",634374623
United States,2022/10/13,"Johnson&Johnson, Moderna, Pfizer/BioNTech",635159624
United States,2022/10/14,"Johnson&Johnson, Moderna, Pfizer/BioNTech",636051522
United States,2022/10/15,"Johnson&Johnson, Moderna, Pfizer/BioNTech",636439029
United States,2022/10/16,"Johnson&Johnson, Moderna, Pfizer/BioNTech",636652216
United States,2022/10/17,"Johnson&Johnson, Moderna, Pfizer/BioNTech",637416156
United States,2022/10/18,"Johnson&Johnson, Moderna, Pfizer/BioNTech",638178731
United States,2022/10/19,"Johnson&Johnson, Moderna, Pfizer/BioNTech",638977419
United States,2022/10/20,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",639747912
United States,2022/10/21,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",640605372
United States,2022/10/22,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",640990400
United States,2022/10/23,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",641199944
United States,2022/10/24,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",641947260
United States,2022/10/25,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",642715816
United States,2022/10/26,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",643560650
United States,2022/10/27,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",644349693
United States,2022/10/28,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",645210369
United States,2022/10/29,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",645582174
United States,2022/10/30,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",645776076
United States,2022/10/31,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",646384492
United States,2022/11/1,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",647024640
United States,2022/11/2,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",647681343
United States,2022/11/3,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",648323080
United States,2022/11/4,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",649079809
United States,2022/11/5,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",649423049
United States,2022/11/6,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",649603308
United States,2022/11/7,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",650187784
United States,2022/11/8,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",650752536
United States,2022/11/9,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",651308671
United States,2022/11/10,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",651866732
