iso_code,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
AUS,2023-02-10,80-89,105.98,105.26,
AUS,2023-02-10,90+,98.31,96.98,
AUT,2021-01-08,0-4,0,0,0
AUT,2021-01-08,15-17,0.01,0,0
AUT,2021-01-08,18-24,0.13,0,0
AUT,2021-01-08,25-49,0.39,0,0
AUT,2021-01-08,5-9,0,0,0
AUT,2021-01-08,50-59,0.55,0,0
AUT,2021-01-08,60-69,0.31,0,0
AUT,2021-01-08,70-79,0.28,0,0
AUT,2021-01-08,80+,1.13,0,0
AUT,2021-01-15,0-4,0,0,0
AUT,2021-01-15,10-14,0,0,0
AUT,2021-01-15,15-17,0.04,0,0
AUT,2021-01-15,18-24,0.47,0,0
AUT,2021-01-15,25-49,1.2,0,0
AUT,2021-01-15,5-9,0,0,0
AUT,2021-01-15,50-59,1.83,0.01,0
AUT,2021-01-15,60-69,1.23,0,0
AUT,2021-01-15,70-79,1.35,0.01,0
AUT,2021-01-15,80+,5.53,0.02,0
AUT,2021-01-22,0-4,0,0,0
AUT,2021-01-22,10-14,0,0,0
AUT,2021-01-22,15-17,0.05,0,0
AUT,2021-01-22,18-24,0.91,0.01,0
AUT,2021-01-22,25-49,2.19,0.04,0
AUT,2021-01-22,5-9,0,0,0
AUT,2021-01-22,50-59,3.18,0.07,0
AUT,2021-01-22,60-69,2,0.05,0
AUT,2021-01-22,70-79,2.26,0.07,0
AUT,2021-01-22,80+,10.7,0.3,0
AUT,2021-01-29,0-4,0,0,0
AUT,2021-01-29,10-14,0,0,0
AUT,2021-01-29,15-17,0.05,0.01,0
AUT,2021-01-29,18-24,1.08,0.1,0
AUT,2021-01-29,25-49,2.5,0.25,0
AUT,2021-01-29,5-9,0,0,0
AUT,2021-01-29,50-59,3.58,0.37,0
AUT,2021-01-29,60-69,2.25,0.24,0
AUT,2021-01-29,70-79,2.48,0.24,0
AUT,2021-01-29,80+,12.86,0.95,0
AUT,2021-02-05,0-4,0,0,0
AUT,2021-02-05,10-14,0,0,0
AUT,2021-02-05,15-17,0.06,0.03,0
AUT,2021-02-05,18-24,1.2,0.42,0
AUT,2021-02-05,25-49,2.71,1.08,0
AUT,2021-02-05,5-9,0,0,0
AUT,2021-02-05,50-59,3.9,1.63,0
AUT,2021-02-05,60-69,2.43,1.07,0
AUT,2021-02-05,70-79,2.64,1.14,0
AUT,2021-02-05,80+,13.59,4.67,0
AUT,2021-02-12,0-4,0,0,0
AUT,2021-02-12,10-14,0,0,0
AUT,2021-02-12,15-17,0.07,0.04,0
AUT,2021-02-12,18-24,1.59,0.83,0
AUT,2021-02-12,25-49,3.08,2.03,0
AUT,2021-02-12,5-9,0,0,0
AUT,2021-02-12,50-59,4.35,2.94,0
AUT,2021-02-12,60-69,2.68,1.83,0
AUT,2021-02-12,70-79,2.86,1.97,0
AUT,2021-02-12,80+,14.44,9.4,0
AUT,2021-02-19,0-4,0,0,0
AUT,2021-02-19,10-14,0,0,0
AUT,2021-02-19,15-17,0.08,0.05,0
AUT,2021-02-19,18-24,2.09,1.04,0
AUT,2021-02-19,25-49,3.76,2.39,0
AUT,2021-02-19,5-9,0,0,0
AUT,2021-02-19,50-59,5.2,3.43,0
AUT,2021-02-19,60-69,3.16,2.13,0
AUT,2021-02-19,70-79,3.2,2.35,0
AUT,2021-02-19,80+,18.36,12.22,0
AUT,2021-02-26,0-4,0,0,0
AUT,2021-02-26,10-14,0.01,0,0
AUT,2021-02-26,15-17,0.1,0.06,0
AUT,2021-02-26,18-24,3.08,1.17,0
AUT,2021-02-26,25-49,4.86,2.65,0
AUT,2021-02-26,5-9,0,0,0
AUT,2021-02-26,50-59,6.52,3.81,0
AUT,2021-02-26,60-69,3.98,2.38,0
AUT,2021-02-26,70-79,3.72,2.54,0
AUT,2021-02-26,80+,25.29,12.84,0
AUT,2021-03-05,0-4,0,0,0
AUT,2021-03-05,10-14,0.01,0,0
AUT,2021-03-05,15-17,0.12,0.06,0
AUT,2021-03-05,18-24,3.89,1.26,0
AUT,2021-03-05,25-49,5.95,2.8,0
AUT,2021-03-05,5-9,0,0,0
AUT,2021-03-05,50-59,8,4.02,0
AUT,2021-03-05,60-69,5.04,2.53,0
AUT,2021-03-05,70-79,4.82,2.71,0
AUT,2021-03-05,80+,39.87,13.69,0
AUT,2021-03-12,0-4,0,0,0
AUT,2021-03-12,10-14,0.01,0,0
AUT,2021-03-12,15-17,0.39,0.07,0
AUT,2021-03-12,18-24,5.34,1.31,0
AUT,2021-03-12,25-49,8.01,2.93,0
AUT,2021-03-12,5-9,0,0,0
AUT,2021-03-12,50-59,10.53,4.22,0
AUT,2021-03-12,60-69,7.68,2.7,0
AUT,2021-03-12,70-79,8.55,3,0
AUT,2021-03-12,80+,52.25,17.48,0
AUT,2021-03-19,0-4,0,0,0
AUT,2021-03-19,10-14,0.01,0,0
AUT,2021-03-19,15-17,0.46,0.08,0
AUT,2021-03-19,18-24,6.08,1.36,0
AUT,2021-03-19,25-49,9.37,3.04,0
AUT,2021-03-19,5-9,0,0,0
AUT,2021-03-19,50-59,12.53,4.4,0
AUT,2021-03-19,60-69,10.38,2.94,0
AUT,2021-03-19,70-79,14.47,3.43,0
AUT,2021-03-19,80+,60.75,24.38,0.01
AUT,2021-03-26,0-4,0,0,0
AUT,2021-03-26,10-14,0.01,0,0
AUT,2021-03-26,15-17,0.51,0.09,0
AUT,2021-03-26,18-24,6.76,1.44,0
AUT,2021-03-26,25-49,10.6,3.17,0
AUT,2021-03-26,5-9,0,0,0
AUT,2021-03-26,50-59,14.38,4.7,0
AUT,2021-03-26,60-69,12.64,3.41,0
AUT,2021-03-26,70-79,19.89,4.25,0
AUT,2021-03-26,80+,65.34,38.48,0.01
AUT,2021-04-02,0-4,0,0,0
AUT,2021-04-02,10-14,0.01,0,0
AUT,2021-04-02,15-17,0.54,0.12,0
AUT,2021-04-02,18-24,7.14,1.58,0
AUT,2021-04-02,25-49,11.19,3.35,0
AUT,2021-04-02,5-9,0,0,0
AUT,2021-04-02,50-59,15.42,5.01,0
AUT,2021-04-02,60-69,14.21,4.01,0
AUT,2021-04-02,70-79,28.18,5.82,0
AUT,2021-04-02,80+,71.26,48.55,0.01
AUT,2021-04-09,0-4,0,0,0
AUT,2021-04-09,10-14,0.01,0,0
AUT,2021-04-09,15-17,0.59,0.36,0
AUT,2021-04-09,18-24,7.51,2.33,0
AUT,2021-04-09,25-49,11.79,4.23,0
AUT,2021-04-09,5-9,0.01,0,0
AUT,2021-04-09,50-59,16.57,6.2,0
AUT,2021-04-09,60-69,18.69,5.7,0
AUT,2021-04-09,70-79,42.27,9.52,0
AUT,2021-04-09,80+,76.5,57.04,0.01
AUT,2021-04-16,0-4,0,0,0
AUT,2021-04-16,10-14,0.01,0,0
AUT,2021-04-16,15-17,0.67,0.45,0
AUT,2021-04-16,18-24,8.04,2.69,0
AUT,2021-04-16,25-49,12.92,4.75,0
AUT,2021-04-16,5-9,0.01,0,0
AUT,2021-04-16,50-59,18.79,7.06,0
AUT,2021-04-16,60-69,26.19,7.24,0
AUT,2021-04-16,70-79,56.95,13.81,0
AUT,2021-04-16,80+,80.19,60.85,0.01
AUT,2021-04-23,0-4,0.01,0,0
AUT,2021-04-23,10-14,0.02,0,0
AUT,2021-04-23,15-17,0.85,0.46,0
AUT,2021-04-23,18-24,8.97,2.86,0
AUT,2021-04-23,25-49,14.7,5.02,0
AUT,2021-04-23,5-9,0.01,0,0
AUT,2021-04-23,50-59,22.6,7.47,0
AUT,2021-04-23,60-69,35.4,7.86,0
AUT,2021-04-23,70-79,66.59,16.28,0
AUT,2021-04-23,80+,81.98,64.74,0.01
AUT,2021-04-30,0-4,0.01,0,0
AUT,2021-04-30,10-14,0.02,0,0
AUT,2021-04-30,15-17,1.03,0.49,0
AUT,2021-04-30,18-24,10.25,3.16,0
AUT,2021-04-30,25-49,16.65,5.35,0
AUT,2021-04-30,5-9,0.01,0,0
AUT,2021-04-30,50-59,27.45,7.94,0
AUT,2021-04-30,60-69,46.21,8.88,0
AUT,2021-04-30,70-79,70.98,20.81,0
AUT,2021-04-30,80+,83.13,66.01,0.01
AUT,2021-05-07,0-4,0.01,0,0
AUT,2021-05-07,10-14,0.02,0,0
AUT,2021-05-07,15-17,1.36,0.53,0
AUT,2021-05-07,18-24,12.31,3.77,0
AUT,2021-05-07,25-49,19.91,6.11,0
AUT,2021-05-07,5-9,0.01,0,0
AUT,2021-05-07,50-59,34.63,8.97,0
AUT,2021-05-07,60-69,54.44,10.96,0
AUT,2021-05-07,70-79,74.69,27.68,0.01
AUT,2021-05-07,80+,84.49,67.94,0.01
AUT,2021-05-14,0-4,0.01,0,0
AUT,2021-05-14,10-14,0.02,0.01,0
AUT,2021-05-14,15-17,1.81,0.58,0
AUT,2021-05-14,18-24,14.75,4.54,0
AUT,2021-05-14,25-49,23.48,7.08,0
AUT,2021-05-14,5-9,0.01,0,0
AUT,2021-05-14,50-59,42.64,10.26,0
AUT,2021-05-14,60-69,60.51,13.09,0
AUT,2021-05-14,70-79,76.77,31.92,0.01
AUT,2021-05-14,80+,85.4,69.11,0.02
AUT,2021-05-21,0-4,0.01,0,0
AUT,2021-05-21,10-14,0.04,0.01,0
AUT,2021-05-21,15-17,2.72,0.64,0
AUT,2021-05-21,18-24,17.71,5.69,0
AUT,2021-05-21,25-49,28.59,8.65,0
AUT,2021-05-21,5-9,0.01,0,0
AUT,2021-05-21,50-59,49.85,12.58,0.01
AUT,2021-05-21,60-69,66.73,16.92,0
AUT,2021-05-21,70-79,78.85,38.07,0.01
AUT,2021-05-21,80+,86.41,72.82,0.02
AUT,2021-05-28,0-4,0.01,0,0
AUT,2021-05-28,10-14,0.05,0.01,0
AUT,2021-05-28,15-17,3.53,0.8,0
AUT,2021-05-28,18-24,20.65,7.07,0
AUT,2021-05-28,25-49,32.89,10.97,0
AUT,2021-05-28,5-9,0.02,0,0
AUT,2021-05-28,50-59,54.34,16.13,0.01
AUT,2021-05-28,60-69,69.73,22.12,0.01
AUT,2021-05-28,70-79,79.93,44.94,0.01
AUT,2021-05-28,80+,87,75.18,0.02
AUT,2021-06-04,0-4,0.01,0,0
AUT,2021-06-04,10-14,0.25,0.01,0
AUT,2021-06-04,15-17,5.33,1.01,0
AUT,2021-06-04,18-24,25.21,8.75,0
AUT,2021-06-04,25-49,38.48,13.64,0.01
AUT,2021-06-04,5-9,0.02,0,0
AUT,2021-06-04,50-59,59.53,20.39,0.01
AUT,2021-06-04,60-69,72.08,29.6,0.01
AUT,2021-06-04,70-79,80.92,52.17,0.01
AUT,2021-06-04,80+,87.59,76.55,0.02
AUT,2021-06-11,0-4,0.02,0,0
AUT,2021-06-11,10-14,0.69,0.02,0
AUT,2021-06-11,15-17,8.49,1.23,0
AUT,2021-06-11,18-24,30.82,10.68,0
AUT,2021-06-11,25-49,43.74,16.97,0.01
AUT,2021-06-11,5-9,0.02,0,0
AUT,2021-06-11,50-59,64.41,26.74,0.01
AUT,2021-06-11,60-69,73.5,39.96,0.01
AUT,2021-06-11,70-79,81.7,57.06,0.02
AUT,2021-06-11,80+,88.08,78.83,0.02
AUT,2021-06-18,0-4,0.02,0,0
AUT,2021-06-18,10-14,1.88,0.02,0
AUT,2021-06-18,15-17,13.21,1.6,0
AUT,2021-06-18,18-24,35.81,13.12,0
AUT,2021-06-18,25-49,48.46,20.55,0.01
AUT,2021-06-18,5-9,0.03,0,0
AUT,2021-06-18,50-59,67.34,33.61,0.01
AUT,2021-06-18,60-69,74.8,48.45,0.02
AUT,2021-06-18,70-79,82.48,61.77,0.02
AUT,2021-06-18,80+,88.59,80.83,0.03
AUT,2021-06-25,0-4,0.02,0,0
AUT,2021-06-25,10-14,3.75,0.08,0
AUT,2021-06-25,15-17,18.98,2.55,0
AUT,2021-06-25,18-24,40.41,15.98,0
AUT,2021-06-25,25-49,52.49,25,0.01
AUT,2021-06-25,5-9,0.03,0,0
AUT,2021-06-25,50-59,68.89,42.91,0.02
AUT,2021-06-25,60-69,75.69,55.06,0.02
AUT,2021-06-25,70-79,83.06,68.11,0.02
AUT,2021-06-25,80+,88.98,82.7,0.03
AUT,2021-07-02,0-4,0.03,0,0
AUT,2021-07-02,10-14,5.99,0.26,0
AUT,2021-07-02,15-17,25.76,4.28,0
AUT,2021-07-02,18-24,45.42,20.91,0.01
AUT,2021-07-02,25-49,55.92,30.72,0.01
AUT,2021-07-02,5-9,0.03,0,0
AUT,2021-07-02,50-59,70.4,50.22,0.02
AUT,2021-07-02,60-69,76.59,62.39,0.02
AUT,2021-07-02,70-79,83.67,75.01,0.03
AUT,2021-07-02,80+,89.4,84.1,0.03
AUT,2021-07-09,0-4,0.03,0,0
AUT,2021-07-09,10-14,7.24,0.81,0
AUT,2021-07-09,15-17,29.85,6.62,0
AUT,2021-07-09,18-24,50.58,26.09,0.01
AUT,2021-07-09,25-49,58.3,36.61,0.02
AUT,2021-07-09,5-9,0.03,0,0
AUT,2021-07-09,50-59,71.55,55.71,0.03
AUT,2021-07-09,60-69,77.36,66.82,0.03
AUT,2021-07-09,70-79,84.18,78.22,0.04
AUT,2021-07-09,80+,89.74,85.05,0.04
AUT,2021-07-16,0-4,0.03,0,0
AUT,2021-07-16,10-14,9.36,1.3,0
AUT,2021-07-16,15-17,35.05,9.11,0
AUT,2021-07-16,18-24,53.12,31.16,0.01
AUT,2021-07-16,25-49,59.78,42.2,0.02
AUT,2021-07-16,5-9,0.03,0,0
AUT,2021-07-16,50-59,72.55,60.54,0.03
AUT,2021-07-16,60-69,78.06,70.48,0.04
AUT,2021-07-16,70-79,84.67,79.85,0.05
AUT,2021-07-16,80+,90.08,85.82,0.05
AUT,2021-07-23,0-4,0.03,0,0
AUT,2021-07-23,10-14,10.49,2.19,0
AUT,2021-07-23,15-17,37.84,13.2,0.01
AUT,2021-07-23,18-24,55.28,36.89,0.02
AUT,2021-07-23,25-49,61.14,47.12,0.03
AUT,2021-07-23,5-9,0.04,0,0
AUT,2021-07-23,50-59,73.44,65.05,0.04
AUT,2021-07-23,60-69,78.69,72.64,0.05
AUT,2021-07-23,70-79,85.12,80.9,0.06
AUT,2021-07-23,80+,90.41,86.45,0.06
AUT,2021-07-30,0-4,0.03,0,0
AUT,2021-07-30,10-14,11.36,4.4,0
AUT,2021-07-30,15-17,39.94,20.25,0.01
AUT,2021-07-30,18-24,56.56,42.35,0.02
AUT,2021-07-30,25-49,61.93,51.61,0.03
AUT,2021-07-30,5-9,0.04,0,0
AUT,2021-07-30,50-59,73.98,67.7,0.05
AUT,2021-07-30,60-69,79.11,74.45,0.06
AUT,2021-07-30,70-79,85.44,81.8,0.07
AUT,2021-07-30,80+,90.66,87.01,0.06
AUT,2021-08-06,0-4,0.04,0,0
AUT,2021-08-06,10-14,12.32,6.78,0
AUT,2021-08-06,15-17,41.84,27.1,0.01
AUT,2021-08-06,18-24,57.75,46.78,0.02
AUT,2021-08-06,25-49,62.72,55.55,0.04
AUT,2021-08-06,5-9,0.04,0.01,0
AUT,2021-08-06,50-59,74.55,69.62,0.05
AUT,2021-08-06,60-69,79.54,75.81,0.07
AUT,2021-08-06,70-79,85.76,82.59,0.08
AUT,2021-08-06,80+,90.9,87.5,0.07
AUT,2021-08-13,0-4,0.04,0.01,0
AUT,2021-08-13,10-14,12.98,8.75,0
AUT,2021-08-13,15-17,43.09,32.44,0.02
AUT,2021-08-13,18-24,58.54,50.29,0.03
AUT,2021-08-13,25-49,63.26,58.03,0.04
AUT,2021-08-13,5-9,0.04,0.01,0
AUT,2021-08-13,50-59,74.94,70.89,0.06
AUT,2021-08-13,60-69,79.84,76.7,0.08
AUT,2021-08-13,70-79,85.98,83.21,0.1
AUT,2021-08-13,80+,91.07,87.93,0.09
AUT,2021-08-20,0-4,0.04,0.01,0
AUT,2021-08-20,10-14,13.83,10.29,0
AUT,2021-08-20,15-17,44.5,36.8,0.02
AUT,2021-08-20,18-24,59.44,53.86,0.03
AUT,2021-08-20,25-49,63.91,59.71,0.05
AUT,2021-08-20,5-9,0.04,0.01,0
AUT,2021-08-20,50-59,75.4,71.9,0.07
AUT,2021-08-20,60-69,80.17,77.42,0.1
AUT,2021-08-20,70-79,86.24,83.71,0.12
AUT,2021-08-20,80+,91.29,88.26,0.11
AUT,2021-08-27,0-4,0.04,0.01,0
AUT,2021-08-27,10-14,14.79,11.23,0.01
AUT,2021-08-27,15-17,46.12,38.9,0.02
AUT,2021-08-27,18-24,60.4,55.33,0.03
AUT,2021-08-27,25-49,64.58,60.65,0.06
AUT,2021-08-27,5-9,0.05,0.01,0
AUT,2021-08-27,50-59,75.87,72.5,0.09
AUT,2021-08-27,60-69,80.52,77.86,0.12
AUT,2021-08-27,70-79,86.5,84.04,0.15
AUT,2021-08-27,80+,91.5,88.48,0.17
AUT,2021-09-03,0-4,0.04,0.01,0
AUT,2021-09-03,10-14,15.8,12.13,0.01
AUT,2021-09-03,15-17,47.84,40.59,0.02
AUT,2021-09-03,18-24,61.42,56.45,0.04
AUT,2021-09-03,25-49,65.27,61.4,0.08
AUT,2021-09-03,5-9,0.05,0.01,0
AUT,2021-09-03,50-59,76.33,73,0.13
AUT,2021-09-03,60-69,80.84,78.23,0.19
AUT,2021-09-03,70-79,86.75,84.3,0.25
AUT,2021-09-03,80+,91.7,88.7,0.36
AUT,2021-09-10,0-4,0.04,0.01,0
AUT,2021-09-10,10-14,16.81,12.9,0.01
AUT,2021-09-10,15-17,49.61,41.97,0.03
AUT,2021-09-10,18-24,62.56,57.44,0.06
AUT,2021-09-10,25-49,66.07,62.1,0.12
AUT,2021-09-10,5-9,0.07,0.01,0
AUT,2021-09-10,50-59,76.82,73.45,0.19
AUT,2021-09-10,60-69,81.18,78.56,0.27
AUT,2021-09-10,70-79,87.01,84.54,0.4
AUT,2021-09-10,80+,91.92,88.9,0.74
AUT,2021-09-17,0-4,0.04,0.01,0
AUT,2021-09-17,10-14,17.83,13.83,0.01
AUT,2021-09-17,15-17,51.48,43.59,0.03
AUT,2021-09-17,18-24,63.8,58.44,0.09
AUT,2021-09-17,25-49,66.94,62.8,0.19
AUT,2021-09-17,5-9,0.09,0.01,0
AUT,2021-09-17,50-59,77.37,73.89,0.31
AUT,2021-09-17,60-69,81.55,78.88,0.42
AUT,2021-09-17,70-79,87.27,84.78,0.68
AUT,2021-09-17,80+,92.17,89.11,1.84
AUT,2021-09-24,0-4,0.05,0.01,0
AUT,2021-09-24,10-14,18.82,14.68,0.01
AUT,2021-09-24,15-17,53.3,45.07,0.04
AUT,2021-09-24,18-24,64.99,59.46,0.12
AUT,2021-09-24,25-49,67.76,63.5,0.29
AUT,2021-09-24,5-9,0.12,0.02,0
AUT,2021-09-24,50-59,77.89,74.35,0.49
AUT,2021-09-24,60-69,81.89,79.18,0.66
AUT,2021-09-24,70-79,87.54,85.02,1.18
AUT,2021-09-24,80+,92.42,89.33,3.98
AUT,2021-10-01,0-4,0.06,0.01,0
AUT,2021-10-01,10-14,19.74,15.6,0.01
AUT,2021-10-01,15-17,54.66,46.63,0.04
AUT,2021-10-01,18-24,65.96,60.39,0.21
AUT,2021-10-01,25-49,68.4,64.11,0.43
AUT,2021-10-01,5-9,0.17,0.02,0
AUT,2021-10-01,50-59,78.28,74.72,0.72
AUT,2021-10-01,60-69,82.15,79.44,0.97
AUT,2021-10-01,70-79,87.73,85.22,1.8
AUT,2021-10-01,80+,92.63,89.53,7.47
AUT,2021-10-08,0-4,0.06,0.01,0
AUT,2021-10-08,10-14,20.46,16.55,0.02
AUT,2021-10-08,15-17,55.77,48.25,0.05
AUT,2021-10-08,18-24,66.76,61.31,0.37
AUT,2021-10-08,25-49,68.91,64.73,0.7
AUT,2021-10-08,5-9,0.23,0.04,0
AUT,2021-10-08,50-59,78.58,75.1,1.12
AUT,2021-10-08,60-69,82.35,79.72,1.49
AUT,2021-10-08,70-79,87.9,85.46,2.92
AUT,2021-10-08,80+,92.83,89.81,14.34
AUT,2021-10-15,0-4,0.06,0.02,0
AUT,2021-10-15,10-14,21.13,17.41,0.02
AUT,2021-10-15,15-17,56.72,49.8,0.06
AUT,2021-10-15,18-24,67.38,62.17,0.56
AUT,2021-10-15,25-49,69.33,65.3,1.06
AUT,2021-10-15,5-9,0.28,0.07,0
AUT,2021-10-15,50-59,78.83,75.45,1.64
AUT,2021-10-15,60-69,82.53,79.98,2.12
AUT,2021-10-15,70-79,88.02,85.69,4.35
AUT,2021-10-15,80+,92.98,90.04,20.05
AUT,2021-10-22,0-4,0.07,0.02,0
AUT,2021-10-22,10-14,21.8,18.43,0.02
AUT,2021-10-22,15-17,57.72,51.33,0.08
AUT,2021-10-22,18-24,68.15,62.96,0.83
AUT,2021-10-22,25-49,69.92,65.86,1.53
AUT,2021-10-22,5-9,0.35,0.11,0
AUT,2021-10-22,50-59,79.17,75.78,2.36
AUT,2021-10-22,60-69,82.71,80.21,2.99
AUT,2021-10-22,70-79,88.15,85.89,6.41
AUT,2021-10-22,80+,93.12,90.27,26.25
AUT,2021-10-29,0-4,0.07,0.02,0
AUT,2021-10-29,10-14,22.61,19.04,0.02
AUT,2021-10-29,15-17,59.11,52.36,0.1
AUT,2021-10-29,18-24,69.28,63.7,1.13
AUT,2021-10-29,25-49,70.84,66.38,1.94
AUT,2021-10-29,5-9,0.4,0.14,0
AUT,2021-10-29,50-59,79.69,76.08,2.91
AUT,2021-10-29,60-69,82.92,80.4,3.68
AUT,2021-10-29,70-79,88.27,86.03,8.17
AUT,2021-10-29,80+,93.22,90.43,30.41
AUT,2021-11-05,0-4,0.08,0.03,0
AUT,2021-11-05,10-14,23.82,19.76,0.03
AUT,2021-11-05,15-17,61.26,53.47,0.14
AUT,2021-11-05,18-24,71.02,64.45,1.85
AUT,2021-11-05,25-49,72.2,66.94,3.1
AUT,2021-11-05,5-9,0.52,0.21,0
AUT,2021-11-05,50-59,80.46,76.43,4.59
AUT,2021-11-05,60-69,83.24,80.62,5.69
AUT,2021-11-05,70-79,88.44,86.22,12.49
AUT,2021-11-05,80+,93.36,90.64,36.89
AUT,2021-11-12,0-4,0.09,0.03,0
AUT,2021-11-12,10-14,25.94,20.48,0.03
AUT,2021-11-12,15-17,65.7,54.67,0.26
AUT,2021-11-12,18-24,74.05,65.39,3.51
AUT,2021-11-12,25-49,74.41,67.64,5.78
AUT,2021-11-12,5-9,0.79,0.29,0
AUT,2021-11-12,50-59,81.75,76.92,8.58
AUT,2021-11-12,60-69,83.93,80.96,10.68
AUT,2021-11-12,70-79,88.85,86.49,21.48
AUT,2021-11-12,80+,93.69,90.9,46.33
AUT,2021-11-19,0-4,0.12,0.04,0
AUT,2021-11-19,10-14,28.53,21.28,0.07
AUT,2021-11-19,15-17,68.89,56.06,0.6
AUT,2021-11-19,18-24,76.19,66.46,6.23
AUT,2021-11-19,25-49,76.11,68.5,10.35
AUT,2021-11-19,5-9,1.63,0.34,0
AUT,2021-11-19,50-59,82.77,77.53,15.97
AUT,2021-11-19,60-69,84.63,81.33,20.67
AUT,2021-11-19,70-79,89.31,86.8,35.4
AUT,2021-11-19,80+,94.08,91.19,56.31
AUT,2021-11-26,0-4,0.16,0.04,0
AUT,2021-11-26,10-14,32.08,22.18,0.13
AUT,2021-11-26,15-17,70.43,57.61,1.35
AUT,2021-11-26,18-24,77.24,67.69,10.43
AUT,2021-11-26,25-49,77.06,69.54,16.69
AUT,2021-11-26,5-9,5.08,0.44,0
AUT,2021-11-26,50-59,83.42,78.24,26
AUT,2021-11-26,60-69,85.19,81.73,33.17
AUT,2021-11-26,70-79,89.75,87.1,48.65
AUT,2021-11-26,80+,94.52,91.46,64.77
AUT,2021-12-03,0-4,0.21,0.05,0
AUT,2021-12-03,10-14,35.82,23.66,0.25
AUT,2021-12-03,15-17,71.44,60.23,2.4
AUT,2021-12-03,18-24,77.99,69.49,15.03
AUT,2021-12-03,25-49,77.72,70.99,23.09
AUT,2021-12-03,5-9,9.58,0.67,0
AUT,2021-12-03,50-59,83.87,79.19,35.53
AUT,2021-12-03,60-69,85.62,82.29,44.6
AUT,2021-12-03,70-79,90.11,87.49,59.55
AUT,2021-12-03,80+,94.94,91.78,70.69
AUT,2021-12-10,0-4,0.24,0.07,0
AUT,2021-12-10,10-14,38.52,25.73,0.4
AUT,2021-12-10,15-17,72.56,63.2,3.65
AUT,2021-12-10,18-24,78.78,71.4,19.96
AUT,2021-12-10,25-49,78.34,72.49,29.29
AUT,2021-12-10,5-9,12.88,1.34,0
AUT,2021-12-10,50-59,84.26,80.13,43.76
AUT,2021-12-10,60-69,86.01,82.91,53.72
AUT,2021-12-10,70-79,90.42,87.9,66.76
AUT,2021-12-10,80+,95.31,92.11,74.11
AUT,2021-12-17,0-4,0.3,0.1,0
AUT,2021-12-17,10-14,40.72,29.05,0.95
AUT,2021-12-17,15-17,73.88,65.53,6.18
AUT,2021-12-17,18-24,79.75,72.96,25.8
AUT,2021-12-17,25-49,79.07,73.76,35.79
AUT,2021-12-17,5-9,15.49,4.1,0.01
AUT,2021-12-17,50-59,84.71,80.99,51.8
AUT,2021-12-17,60-69,86.53,83.59,61.97
AUT,2021-12-17,70-79,90.93,88.44,72.66
AUT,2021-12-17,80+,96.01,92.62,77.13
AUT,2021-12-24,0-4,0.33,0.14,0
AUT,2021-12-24,10-14,41.89,31.66,1.62
AUT,2021-12-24,15-17,74.54,66.64,8.74
AUT,2021-12-24,18-24,80.27,73.7,29.66
AUT,2021-12-24,25-49,79.42,74.35,38.89
AUT,2021-12-24,5-9,16.8,6.76,0.01
AUT,2021-12-24,50-59,84.92,81.4,55.12
AUT,2021-12-24,60-69,86.75,83.97,64.86
AUT,2021-12-24,70-79,91.15,88.75,74.67
AUT,2021-12-24,80+,96.35,92.95,78.31
AUT,2021-12-31,0-4,0.35,0.16,0
AUT,2021-12-31,10-14,42.95,34.03,2.31
AUT,2021-12-31,15-17,75.17,67.59,11.06
AUT,2021-12-31,18-24,80.61,74.28,32.44
AUT,2021-12-31,25-49,79.65,74.82,41.18
AUT,2021-12-31,5-9,17.89,9.42,0.02
AUT,2021-12-31,50-59,85.04,81.72,57.39
AUT,2021-12-31,60-69,86.86,84.26,66.53
AUT,2021-12-31,70-79,91.24,88.96,75.7
AUT,2021-12-31,80+,96.51,93.18,78.88
AUT,2022-01-07,0-4,0.4,0.19,0
AUT,2022-01-07,10-14,44.29,36.7,3.63
AUT,2022-01-07,15-17,75.87,68.83,15.12
AUT,2022-01-07,18-24,81.03,75.06,36.12
AUT,2022-01-07,25-49,79.93,75.45,44.16
AUT,2022-01-07,5-9,19.35,12.64,0.03
AUT,2022-01-07,50-59,85.17,82.13,60.03
AUT,2022-01-07,60-69,86.97,84.65,68.46
AUT,2022-01-07,70-79,91.34,89.3,76.78
AUT,2022-01-07,80+,96.95,93.58,79.5
AUT,2022-01-14,0-4,0.53,0.26,0
AUT,2022-01-14,10-14,45.47,38.67,4.74
AUT,2022-01-14,15-17,76.58,69.87,18.75
AUT,2022-01-14,18-24,81.57,75.85,39.81
AUT,2022-01-14,25-49,80.29,76.09,47.78
AUT,2022-01-14,5-9,20.87,15.15,0.03
AUT,2022-01-14,50-59,85.36,82.58,63.17
AUT,2022-01-14,60-69,87.14,85.13,70.89
AUT,2022-01-14,70-79,91.51,89.76,78.39
AUT,2022-01-14,80+,97.2,94.2,80.46
AUT,2022-01-21,0-4,0.63,0.29,0
AUT,2022-01-21,10-14,46.22,39.83,5.63
AUT,2022-01-21,15-17,77.09,70.63,21.68
AUT,2022-01-21,18-24,82.09,76.4,43.06
AUT,2022-01-21,25-49,80.63,76.5,50.57
AUT,2022-01-21,5-9,21.8,16.35,0.04
AUT,2022-01-21,50-59,85.54,82.88,65.38
